Date,Mine & HODL ETH Rev,Mine & Sell USD Rev,50% Sale ETH Rev,50% sale USD Rev,ETH Price,Mine & HODL ETH Accume,Mine & Sell USD Accumulated,50 ETH Accumulated,50% USD Accumulated,50% ETH USD Value,Mine & HODL ETH Value Accumulated (USD),50/50 Val,Rig Value,Mine & HODL,Mine & Sell,50% Sell 50% HODL,Buy ETH Directly,GPUStraight Line,GPU Buy Back Value,Electricity paid,Total Electricity Paid,Days Run,Price of ETH
8/31/2019,0.01891,3.26,0.01,1.63,172.15,12.49808,4357.99,6.25,2179,1075.77,2151.54,3254.77,1243.2,2019.26,4225.71,3122.49,614.32,0,1243.2,0.96,-1375.49,597,172.15
9/1/2019,0.01904,3.26,0.01,1.63,171.42,12.51712,4361.26,6.26,2180.63,1072.84,2145.68,3253.47,1246.33,2014.22,4229.79,3122.01,611.71,0,1246.33,0.96,-1377.79,598,171.42
9/2/2019,0.01907,3.41,0.01,1.7,178.76,12.53619,4364.67,6.27,2182.33,1120.48,2240.97,3302.82,1243.66,2104.53,4228.23,3166.38,637.91,0,1243.66,0.96,-1380.1,599,178.76
9/3/2019,0.01881,3.37,0.01,1.68,179.13,12.55501,4368.04,6.28,2184.02,1124.49,2248.98,3308.51,1242.06,2108.63,4227.69,3168.16,639.23,0,1242.06,0.96,-1382.4,600,179.13
9/4/2019,0.01919,3.36,0.01,1.68,175.01,12.5742,4371.4,6.29,2185.7,1100.31,2200.61,3286,1237.76,2053.67,4224.45,3139.06,624.53,0,1237.76,0.96,-1384.7,601,175.01
9/5/2019,0.01928,3.36,0.01,1.68,174.38,12.59348,4374.76,6.3,2187.38,1098.03,2196.05,3285.4,1239.69,2048.73,4227.44,3138.09,622.28,0,1239.69,0.96,-1387.01,602,174.38
9/6/2019,0.01986,3.37,0.01,1.68,169.47,12.61334,4378.12,6.31,2189.06,1068.79,2137.58,3257.85,1240.16,1988.43,4228.98,3108.71,604.76,0,1240.16,0.96,-1389.31,603,169.47
9/7/2019,0.01892,3.37,0.01,1.69,178.32,12.63226,4381.5,6.32,2190.75,1126.29,2252.58,3317.04,1237.76,2098.73,4227.65,3163.19,636.34,0,1237.76,0.96,-1391.62,604,178.32
9/8/2019,0.01894,3.44,0.01,1.72,181.67,12.6512,4384.94,6.33,2192.47,1149.17,2298.34,3341.64,1237.76,2142.19,4228.78,3185.49,648.29,0,1237.76,0.96,-1393.92,605,181.67
9/9/2019,0.01945,3.52,0.01,1.76,180.84,12.67065,4388.46,6.34,2194.23,1145.68,2291.36,3339.91,1223.23,2118.36,4215.46,3166.91,645.33,0,1223.23,0.96,-1396.22,606,180.84
9/10/2019,0.01939,3.49,0.01,1.75,180.01,12.69005,4391.95,6.35,2195.97,1142.17,2284.34,3338.14,1222.21,2108.01,4215.63,3161.82,642.37,0,1222.21,0.96,-1398.53,607,180.01
9/11/2019,0.01932,3.45,0.01,1.72,178.48,12.70937,4395.4,6.35,2197.7,1134.18,2268.37,3331.88,1219.88,2087.42,4214.44,3150.93,636.91,0,1219.88,0.96,-1400.83,608,178.48
9/12/2019,0.01889,3.42,0.01,1.71,181.19,12.72826,4398.82,6.36,2199.41,1153.12,2306.23,3352.53,1217,2120.1,4212.68,3166.39,646.58,0,1217,0.96,-1403.14,609,181.19
9/13/2019,0.01884,3.42,0.01,1.71,181.56,12.7471,4402.24,6.37,2201.12,1157.18,2314.36,3358.3,1216.06,2124.98,4212.86,3168.92,647.9,0,1216.06,0.96,-1405.44,610,181.56
9/14/2019,0.01893,3.58,0.01,1.79,188.9,12.76604,4405.82,6.38,2202.91,1205.75,2411.5,3408.66,1215.03,2218.79,4213.1,3215.95,674.09,0,1215.03,0.96,-1407.74,611,188.9
9/15/2019,0.01895,3.59,0.01,1.79,189.48,12.78498,4409.41,6.39,2204.7,1211.25,2422.5,3415.95,1215.03,2227.48,4214.39,3220.94,676.16,0,1215.03,0.96,-1410.05,612,189.48
9/16/2019,0.01868,3.7,0.01,1.85,197.85,12.80366,4413.1,6.4,2206.55,1266.6,2533.2,3473.15,1213.72,2334.57,4214.47,3274.52,706.03,0,1213.72,0.96,-1412.35,613,197.85
9/17/2019,0.01848,3.84,0.01,1.92,207.9,12.82214,4416.94,6.41,2208.47,1332.86,2665.72,3541.33,1212.92,2463.99,4215.21,3339.6,741.89,0,1212.92,0.96,-1414.66,614,207.9
9/18/2019,0.01836,3.86,0.01,1.93,210.5,12.84049,4420.81,6.42,2210.4,1351.46,2702.92,3561.87,1212.92,2498.88,4216.77,3357.83,751.17,0,1212.92,0.96,-1416.96,615,210.5
9/19/2019,0.01874,4.14,0.01,2.07,221.01,12.85923,4424.95,6.43,2212.47,1421.01,2842.02,3633.48,1213.44,2636.2,4219.13,3427.66,788.68,0,1213.44,0.96,-1419.26,616,221.01
9/20/2019,0.01875,4.09,0.01,2.05,218.26,12.87798,4429.04,6.44,2214.52,1405.37,2810.75,3619.9,1216.2,2605.38,4223.67,3414.53,778.86,0,1216.2,0.96,-1421.57,617,218.26
9/21/2019,0.01776,3.82,0.01,1.91,215.1,12.89574,4432.86,6.45,2216.43,1386.94,2773.87,3603.37,1216.2,2566.2,4225.19,3395.7,767.59,0,1216.2,0.96,-1423.87,618,215.1
9/22/2019,0.01788,3.78,0.01,1.89,211.23,12.91362,4436.64,6.46,2218.32,1363.87,2727.74,3582.19,1220.73,2522.3,4231.19,3376.74,753.78,0,1220.73,0.96,-1426.18,619,211.23
9/23/2019,0.01804,3.63,0.01,1.81,200.97,12.93167,4440.27,6.47,2220.13,1299.44,2598.88,3519.57,1222.35,2392.75,4234.14,3313.44,717.16,0,1222.35,0.96,-1428.48,620,200.97
9/24/2019,0.01865,3.11,0.01,1.55,166.47,12.95032,4443.37,6.48,2221.69,1077.92,2155.84,3299.61,1224.36,1949.42,4236.95,3093.19,594.05,0,1224.36,0.96,-1430.78,621,166.47
9/25/2019,0.01858,3.16,0.01,1.58,170.22,12.9689,4446.53,6.48,2223.27,1103.78,2207.57,3327.05,1223.07,1997.55,4236.52,3117.03,607.43,0,1223.07,0.96,-1433.09,622,170.22
9/26/2019,0.01788,2.97,0.01,1.48,166.06,12.98678,4449.5,6.49,2224.75,1078.29,2156.58,3303.04,1222.42,1943.61,4236.53,3090.07,592.59,0,1222.42,0.96,-1435.39,623,166.06
9/27/2019,0.01805,3.15,0.01,1.57,174.39,13.00483,4452.65,6.5,2226.32,1133.96,2267.91,3360.28,1221.74,2051.96,4236.7,3144.33,622.31,0,1221.74,0.96,-1437.7,624,174.39
9/28/2019,0.01808,3.15,0.01,1.57,174.14,13.02291,4455.8,6.51,2227.9,1133.91,2267.81,3361.8,1223.36,2051.17,4239.16,3145.16,621.42,0,1223.36,0.96,-1440,625,174.14
9/29/2019,0.01815,3.08,0.01,1.54,169.68,13.04107,4458.88,6.52,2229.44,1106.4,2212.81,3335.84,1223.36,1993.86,4239.93,3116.9,605.51,0,1223.36,0.96,-1442.3,626,169.68
9/30/2019,0.01795,3.26,0.01,1.63,181.47,13.05902,4462.14,6.53,2231.07,1184.91,2369.82,3415.98,1223.36,2148.57,4240.89,3194.73,647.58,0,1223.36,0.96,-1444.61,627,181.47
10/1/2019,0.01741,3.07,0.01,1.54,176.39,13.07643,4465.21,6.54,2232.6,1153.28,2306.55,3385.88,1223.36,2083,4241.65,3162.32,629.45,0,1223.36,0.96,-1446.91,628,176.39
10/2/2019,0.01767,3.2,0.01,1.6,181.06,13.0941,4468.41,6.55,2234.2,1185.41,2370.82,3419.61,1222.23,2143.83,4241.42,3192.63,646.11,0,1222.23,0.96,-1449.22,629,181.06
10/3/2019,0.01815,3.18,0.01,1.59,175.17,13.11225,4471.59,6.56,2235.79,1148.44,2296.87,3384.23,1221.53,2066.89,4241.6,3154.24,625.1,0,1221.53,0.96,-1451.52,630,175.17
10/4/2019,0.01788,3.15,0.01,1.58,176.21,13.13013,4474.74,6.57,2237.37,1156.83,2313.66,3394.2,1217.18,2077.01,4238.09,3157.55,628.81,0,1217.18,0.96,-1453.82,631,176.21
10/5/2019,0.01777,3.14,0.01,1.57,176.9,13.14789,4477.88,6.57,2238.94,1162.93,2325.86,3401.87,1216.16,2085.9,4237.92,3161.91,631.27,0,1216.16,0.96,-1456.13,632,176.9
10/6/2019,0.01767,3.01,0.01,1.5,170.26,13.16557,4480.89,6.58,2240.44,1120.78,2241.57,3361.23,1213.69,1996.82,4236.14,3116.48,607.57,0,1213.69,0.96,-1458.43,633,170.26
10/7/2019,0.0177,3.2,0.01,1.6,180.49,13.18327,4484.08,6.59,2242.04,1189.72,2379.45,3431.77,1213.69,2132.4,4237.04,3184.72,644.08,0,1213.69,0.96,-1460.74,634,180.49
10/8/2019,0.01782,3.23,0.01,1.61,181.09,13.20109,4487.31,6.6,2243.66,1195.29,2390.59,3438.95,1213.69,2141.23,4237.96,3189.6,646.22,0,1213.69,0.96,-1463.04,635,181.09
10/9/2019,0.01809,3.5,0.01,1.75,193.43,13.21918,4490.81,6.61,2245.41,1278.49,2556.99,3523.9,1213.69,2305.33,4239.15,3272.24,690.26,0,1213.69,0.96,-1465.34,636,193.43
10/10/2019,0.01762,3.38,0.01,1.69,191.73,13.23681,4494.19,6.62,2247.1,1268.95,2537.89,3516.04,1212.76,2283.01,4239.3,3261.15,684.19,0,1212.76,0.96,-1467.65,637,191.73
10/11/2019,0.0172,3.11,0.01,1.56,180.94,13.25401,4497.3,6.63,2248.65,1199.09,2398.18,3447.74,1212.76,2140.99,4240.11,3190.55,645.69,0,1212.76,0.96,-1469.95,638,180.94
10/12/2019,0.01758,3.17,0.01,1.58,180.09,13.27159,4500.47,6.64,2250.23,1195.04,2390.08,3445.27,1212.22,2130.04,4240.43,3185.24,642.65,0,1212.22,0.96,-1472.26,639,180.09
10/13/2019,0.01718,3.12,0.01,1.56,181.37,13.28877,4503.58,6.64,2251.79,1205.09,2410.18,3456.88,1211.63,2147.25,4240.65,3193.95,647.22,0,1211.63,0.96,-1474.56,640,181.37
10/14/2019,0.01762,3.29,0.01,1.65,186.96,13.30639,4506.88,6.65,2253.44,1243.88,2487.76,3497.32,1211.52,2222.42,4241.53,3231.97,667.17,0,1211.52,0.96,-1476.86,641,186.96
10/15/2019,0.0169,3.05,0.01,1.53,180.74,13.32329,4509.93,6.66,2254.97,1204.03,2408.05,3458.99,1211.52,2140.4,4242.28,3191.34,644.97,0,1211.52,0.96,-1479.17,642,180.74
10/16/2019,0.01707,2.98,0.01,1.49,174.76,13.34036,4512.92,6.67,2256.46,1165.68,2331.36,3422.14,1211.52,2061.41,4242.96,3152.18,623.63,0,1211.52,0.96,-1481.47,643,174.76
10/17/2019,0.01706,3.03,0.01,1.51,177.5,13.35742,4515.94,6.68,2257.97,1185.47,2370.94,3443.44,1211.52,2098.68,4243.69,3171.18,633.41,0,1211.52,0.96,-1483.78,644,177.5
10/18/2019,0.01767,3.06,0.01,1.53,173.29,13.37509,4519.01,6.69,2259.5,1158.88,2317.77,3418.39,1211.52,2043.21,4244.44,3143.83,618.39,0,1211.52,0.96,-1486.08,645,173.29
10/19/2019,0.01708,2.94,0.01,1.47,172.37,13.39218,4521.95,6.7,2260.98,1154.2,2308.41,3415.18,1211.52,2031.54,4245.09,3138.31,615.1,0,1211.52,0.96,-1488.38,646,172.37
10/20/2019,0.01714,3.01,0.01,1.51,175.84,13.40932,4524.97,6.7,2262.48,1178.95,2357.89,3441.43,1211.52,2078.72,4245.8,3162.26,627.49,0,1211.52,0.96,-1490.69,647,175.84
10/21/2019,0.01763,3.08,0.01,1.54,174.64,13.42695,4528.04,6.71,2264.02,1172.44,2344.88,3436.46,1211.52,2063.41,4246.57,3154.99,623.2,0,1211.52,0.96,-1492.99,648,174.64
10/22/2019,0.01789,3.07,0.01,1.54,171.64,13.44483,4531.11,6.72,2265.56,1153.84,2307.67,3419.39,1211.52,2023.89,4247.34,3135.61,612.5,0,1211.52,0.96,-1495.3,649,171.64
10/23/2019,0.01742,2.83,0.01,1.42,162.72,13.46226,4533.95,6.73,2266.97,1095.29,2190.58,3362.26,1211.41,1904.39,4247.76,3076.07,580.67,0,1211.41,0.96,-1497.6,650,162.72
10/24/2019,0.01739,2.8,0.01,1.4,161.07,13.47965,4536.75,6.74,2268.38,1085.58,2171.17,3353.96,1210.69,1881.95,4247.54,3064.74,574.78,0,1210.69,0.96,-1499.9,651,161.07
10/25/2019,0.0177,3.22,0.01,1.61,181.79,13.49735,4539.97,6.75,2269.98,1226.84,2453.68,3496.83,1210.69,2162.16,4248.45,3205.31,648.72,0,1210.69,0.96,-1502.21,652,181.79
10/26/2019,0.01759,3.17,0.01,1.58,180.16,13.51493,4543.14,6.76,2271.57,1217.43,2434.85,3488.99,1210.72,2141.06,4249.35,3195.21,642.9,0,1210.72,0.96,-1504.51,653,180.16
10/27/2019,0.0176,3.25,0.01,1.62,184.34,13.53254,4546.38,6.77,2273.19,1247.29,2494.59,3520.49,1210.25,2198.02,4249.81,3223.91,657.82,0,1210.25,0.96,-1506.82,654,184.34
10/28/2019,0.01778,3.24,0.01,1.62,182.09,13.55032,4549.62,6.78,2274.81,1233.69,2467.38,3508.5,1207.07,2165.32,4247.57,3206.44,649.79,0,1207.07,0.96,-1509.12,655,182.09
10/29/2019,0.01765,3.37,0.01,1.69,191.11,13.56796,4552.99,6.78,2276.5,1296.49,2592.97,3572.98,1206.36,2287.91,4247.93,3267.92,681.98,0,1206.36,0.96,-1511.42,656,191.11
10/30/2019,0.01746,3.2,0.01,1.6,183.52,13.58543,4556.2,6.79,2278.1,1246.6,2493.2,3524.7,1206.36,2185.83,4248.83,3217.33,654.89,0,1206.36,0.96,-1513.73,657,183.52
10/31/2019,0.01734,3.17,0.01,1.58,182.59,13.60277,4559.36,6.8,2279.68,1241.86,2483.73,3521.55,1197.72,2165.41,4241.05,3203.23,651.57,0,1197.72,0.96,-1516.03,658,182.59
11/1/2019,0.01729,3.17,0.01,1.59,183.4,13.62006,4562.53,6.81,2281.27,1248.96,2497.92,3530.23,1197.72,2177.3,4241.92,3209.61,654.47,0,1197.72,0.96,-1518.34,659,183.4
11/2/2019,0.01718,3.15,0.01,1.58,183.45,13.63724,4565.69,6.82,2282.84,1250.88,2501.75,3533.72,1197.72,2178.83,4242.76,3210.8,654.64,0,1197.72,0.96,-1520.64,660,183.45
11/3/2019,0.01748,3.18,0.01,1.59,181.92,13.65473,4568.87,6.83,2284.43,1242.03,2484.07,3526.47,1197.72,2158.84,4243.64,3201.24,649.18,0,1197.72,0.96,-1522.94,661,181.92
11/4/2019,0.01772,3.3,0.01,1.65,186.49,13.67244,4572.17,6.84,2286.09,1274.89,2549.77,3560.97,1197.72,2222.24,4244.64,3233.44,665.49,0,1197.72,0.96,-1525.25,662,186.49
11/5/2019,0.01763,3.33,0.01,1.67,188.96,13.69007,4575.5,6.85,2287.75,1293.44,2586.88,3581.19,1197.72,2257.04,4245.67,3251.35,674.31,0,1197.72,0.96,-1527.55,663,188.96
11/6/2019,0.01728,3.31,0.01,1.65,191.24,13.70735,4578.81,6.85,2289.4,1310.7,2621.39,3600.1,1196.28,2287.82,4245.23,3266.53,682.44,0,1196.28,0.96,-1529.86,664,191.24
11/7/2019,0.01749,3.26,0.01,1.63,186.54,13.72484,4582.07,6.86,2291.03,1280.12,2560.23,3571.15,1196.28,2224.35,4246.19,3235.27,665.67,0,1196.28,0.96,-1532.16,665,186.54
11/8/2019,0.01748,3.21,0.01,1.61,183.85,13.74232,4585.28,6.87,2292.64,1263.26,2526.53,3555.9,1196.28,2188.34,4247.1,3217.72,656.07,0,1196.28,0.96,-1534.46,666,183.85
11/9/2019,0.01719,3.18,0.01,1.59,185.11,13.75951,4588.47,6.88,2294.23,1273.51,2547.02,3567.74,1196.28,2206.54,4247.98,3227.26,660.57,0,1196.28,0.96,-1536.77,667,185.11
11/10/2019,0.01682,3.18,0.01,1.59,189.29,13.77633,4591.65,6.89,2295.82,1303.86,2607.72,3599.68,1196.84,2265.49,4249.41,3257.45,675.48,0,1196.84,0.96,-1539.07,668,189.29
11/11/2019,0.01715,3.17,0.01,1.59,184.91,13.79347,4594.82,6.9,2297.41,1275.28,2550.55,3572.69,1196.84,2206.01,4250.28,3228.15,659.85,0,1196.84,0.96,-1541.38,669,184.91
11/12/2019,0.01697,3.18,0.01,1.59,187.09,13.81045,4597.99,6.91,2299,1291.9,2583.8,3590.9,1196.84,2236.95,4251.15,3244.05,667.63,0,1196.84,0.96,-1543.68,670,187.09
11/13/2019,0.01665,3.13,0.01,1.57,188.1,13.82709,4601.13,6.91,2300.56,1300.44,2600.88,3601,1196.84,2251.73,4251.98,3251.85,671.24,0,1196.84,0.96,-1545.98,671,188.1
11/14/2019,0.01699,3.14,0.01,1.57,184.68,13.84408,4604.26,6.92,2302.13,1278.36,2556.72,3580.49,1196.84,2205.27,4252.81,3229.04,659.03,0,1196.84,0.96,-1548.29,672,184.68
11/15/2019,0.01704,3.07,0.01,1.53,180.03,13.86112,4607.33,6.93,2303.67,1247.71,2495.42,3551.37,1180.05,2124.88,4236.79,3180.84,642.44,0,1180.05,0.96,-1550.59,673,180.03
11/16/2019,0.01726,3.15,0.01,1.58,182.61,13.87838,4610.48,6.94,2305.24,1267.17,2534.33,3572.41,1180.05,2161.49,4237.64,3199.56,651.65,0,1180.05,0.96,-1552.9,674,182.61
11/17/2019,0.01693,3.12,0.01,1.56,184.2,13.89531,4613.6,6.95,2306.8,1279.76,2559.52,3586.56,1180.05,2184.37,4238.45,3211.41,657.32,0,1180.05,0.96,-1555.2,675,184.2
11/18/2019,0.01702,3.03,0.01,1.52,178.23,13.91233,4616.63,6.96,2308.32,1239.8,2479.6,3548.12,1180.05,2102.14,4239.18,3170.66,636.02,0,1180.05,0.96,-1557.5,676,178.23
11/19/2019,0.01775,3.12,0.01,1.56,175.96,13.93008,4619.76,6.97,2309.88,1225.57,2451.14,3535.45,1180.05,2071.38,4240,3155.69,627.92,0,1180.05,0.96,-1559.81,677,175.96
11/20/2019,0.01815,3.17,0.01,1.59,174.68,13.94823,4622.93,6.97,2311.46,1218.24,2436.48,3529.7,1180.05,2054.42,4240.87,3147.64,623.35,0,1180.05,0.96,-1562.11,678,174.68
11/21/2019,0.01774,2.86,0.01,1.43,161.18,13.96597,4625.79,6.98,2312.89,1125.52,2251.04,3438.41,1180.05,1866.67,4241.43,3054.05,575.17,0,1180.05,0.96,-1564.42,679,161.18
11/22/2019,0.01858,2.79,0.01,1.4,150.22,13.98455,4628.58,6.99,2314.29,1050.38,2100.76,3364.67,1180.05,1714.09,4241.91,2978,536.06,0,1180.05,0.96,-1566.72,680,150.22
11/23/2019,0.01743,2.66,0.01,1.33,152.42,14.00198,4631.24,7,2315.62,1067.09,2134.18,3382.71,1166.55,1731.71,4228.76,2980.23,543.91,0,1166.55,0.96,-1569.02,681,152.42
11/24/2019,0.01735,2.44,0.01,1.22,140.42,14.01934,4633.67,7.01,2316.84,984.3,1968.6,3301.13,1166.55,1563.82,4228.89,2896.35,501.09,0,1166.55,0.96,-1571.33,682,140.42
11/25/2019,0.01753,2.56,0.01,1.28,146.22,14.03687,4636.24,7.02,2318.12,1026.24,2052.47,3344.35,1166.55,1645.39,4229.15,2937.27,521.79,0,1166.55,0.96,-1573.63,683,146.22
11/26/2019,0.01776,2.63,0.01,1.31,148,14.05463,4638.86,7.03,2319.43,1040.04,2080.09,3359.47,1166.55,1670.7,4229.48,2950.09,528.14,0,1166.55,0.96,-1575.94,684,148
11/27/2019,0.01706,2.61,0.01,1.31,153.05,14.07169,4641.48,7.04,2320.74,1076.84,2153.67,3397.57,1161.87,1737.31,4225.11,2981.21,546.16,0,1161.87,0.96,-1578.24,685,153.05
11/28/2019,0.01697,2.57,0.01,1.28,151.31,14.08866,4644.04,7.04,2322.02,1065.88,2131.75,3387.9,1157.04,1708.26,4220.54,2964.4,539.95,0,1157.04,0.96,-1580.54,686,151.31
11/29/2019,0.01686,2.61,0.01,1.31,154.94,14.10552,4646.66,7.05,2323.33,1092.75,2185.51,3416.08,1155.32,1757.98,4219.12,2988.55,552.91,0,1155.32,0.96,-1582.85,687,154.94
11/30/2019,0.0168,2.56,0.01,1.28,152.2,14.12231,4649.21,7.06,2324.61,1074.71,2149.42,3399.31,1155.32,1719.58,4219.38,2969.48,543.13,0,1155.32,0.96,-1585.15,688,152.2
12/1/2019,0.01696,2.57,0.01,1.28,151.36,14.13927,4651.78,7.07,2325.89,1070.06,2140.12,3395.95,1138.26,1690.92,4202.58,2946.75,540.13,0,1138.26,0.96,-1587.46,689,151.36
12/2/2019,0.0169,2.52,0.01,1.26,149.36,14.15618,4654.3,7.08,2327.15,1057.18,2114.37,3384.34,1130.7,1655.3,4195.24,2925.27,532.99,0,1130.7,0.96,-1589.76,690,149.36
12/3/2019,0.01649,2.44,0.01,1.22,147.73,14.17266,4656.74,7.09,2328.37,1046.86,2093.73,3375.23,1139.38,1641.04,4204.06,2922.55,527.18,0,1139.38,0.96,-1592.06,691,147.73
12/4/2019,0.01673,2.44,0.01,1.22,145.73,14.1894,4659.18,7.09,2329.59,1033.91,2067.82,3363.5,1195.46,1668.91,4260.27,2964.59,520.04,0,1195.46,0.96,-1594.37,692,145.73
12/5/2019,0.01696,2.52,0.01,1.26,148.32,14.20636,4661.69,7.1,2330.85,1053.54,2107.09,3384.39,1242.55,1752.97,4307.57,3030.27,529.28,0,1242.55,0.96,-1596.67,693,148.32
12/6/2019,0.01703,2.54,0.01,1.27,149.06,14.22339,4664.23,7.11,2332.12,1060.07,2120.14,3392.19,1249.2,1770.37,4314.46,3042.41,531.92,0,1249.2,0.96,-1598.98,694,149.06
12/7/2019,0.01653,2.44,0.01,1.22,147.79,14.23992,4666.68,7.12,2333.34,1052.26,2104.52,3385.6,1264.39,1767.63,4329.78,3048.71,527.39,0,1264.39,0.96,-1601.28,695,147.79
12/8/2019,0.01694,2.56,0.01,1.28,151.06,14.25686,4669.23,7.13,2334.62,1076.82,2153.64,3411.44,1276.33,1826.39,4341.98,3084.19,539.06,0,1276.33,0.96,-1603.58,696,151.06
12/9/2019,0.017,2.51,0.01,1.25,147.68,14.27386,4671.74,7.14,2335.87,1053.98,2107.96,3389.85,1276.33,1778.41,4342.19,3060.3,527,0,1276.33,0.96,-1605.89,697,147.68
12/10/2019,0.01658,2.42,0.01,1.21,145.92,14.29044,4674.16,7.15,2337.08,1042.63,2085.26,3379.71,1276.33,1753.4,4342.31,3047.85,520.72,0,1276.33,0.96,-1608.19,698,145.92
12/11/2019,0.01691,2.43,0.01,1.21,143.61,14.30734,4676.59,7.15,2338.3,1027.34,2054.68,3365.63,1284.21,1728.39,4350.31,3039.35,512.47,0,1284.21,0.96,-1610.5,699,143.61
12/12/2019,0.017,2.47,0.01,1.23,145.05,14.32435,4679.06,7.16,2339.53,1038.87,2077.75,3378.4,1270.77,1735.72,4337.03,3036.37,517.61,0,1270.77,0.96,-1612.8,700,145.05
12/13/2019,0.01626,2.36,0.01,1.18,144.97,14.34061,4681.42,7.17,2340.71,1039.48,2078.96,3380.19,1270.77,1734.63,4337.08,3035.85,517.33,0,1270.77,0.96,-1615.1,701,144.97
12/14/2019,0.01494,2.12,0.01,1.06,142.18,14.35555,4683.54,7.18,2341.77,1020.54,2041.07,3362.31,1285.98,1709.65,4352.12,3030.88,507.37,0,1285.98,0.96,-1617.41,702,142.18
12/15/2019,0.01517,2.16,0.01,1.08,142.74,14.37072,4685.7,7.19,2342.85,1025.64,2051.28,3368.49,1371.36,1802.92,4437.35,3120.13,509.37,0,1371.36,0.96,-1619.71,703,142.74
12/16/2019,0.01542,2.05,0.01,1.02,132.68,14.38614,4687.75,7.19,2343.88,954.38,1908.75,3298.25,1371.36,1658.09,4437.09,3047.59,473.47,0,1371.36,0.96,-1622.02,704,132.68
12/17/2019,0.01627,1.99,0.01,0.99,122.11,14.40241,4689.74,7.2,2344.87,879.34,1758.68,3224.21,1371.36,1505.71,4436.77,2971.24,435.75,0,1371.36,0.96,-1624.32,705,122.11
12/18/2019,0.0167,2.22,0.01,1.11,133.07,14.41911,4691.96,7.21,2345.98,959.38,1918.75,3305.36,1371.36,1663.48,4436.69,3050.09,474.86,0,1371.36,0.96,-1626.62,706,133.07
12/19/2019,0.01654,2.12,0.01,1.06,128.31,14.43566,4694.08,7.22,2347.04,926.12,1852.24,3273.16,1366.88,1590.19,4432.03,3011.11,457.88,0,1366.88,0.96,-1628.93,707,128.31
12/20/2019,0.01701,2.19,0.01,1.09,128.58,14.45266,4696.27,7.23,2348.13,929.16,1858.32,3277.3,1366.88,1593.97,4431.91,3012.94,458.84,0,1366.88,0.96,-1631.23,708,128.58
12/21/2019,0.01667,2.13,0.01,1.06,127.52,14.46934,4698.4,7.23,2349.2,922.56,1845.13,3271.76,1395.11,1606.71,4459.97,3033.34,455.06,0,1395.11,0.96,-1633.54,709,127.52
12/22/2019,0.01665,2.21,0.01,1.1,132.56,14.48598,4700.6,7.24,2350.3,960.13,1920.26,3310.43,1401.59,1686.01,4466.35,3076.18,473.04,0,1401.59,0.96,-1635.84,710,132.56
12/23/2019,0.01675,2.15,0.01,1.07,128.1,14.50273,4702.75,7.25,2351.37,928.9,1857.8,3280.27,1434.7,1654.35,4499.3,3076.83,457.13,0,1434.7,0.96,-1638.14,711,128.1
12/24/2019,0.01685,2.16,0.01,1.08,128.02,14.51958,4704.91,7.26,2352.45,929.4,1858.8,3281.85,1436.37,1654.72,4500.83,3077.78,456.84,0,1436.37,0.96,-1640.45,712,128.02
12/25/2019,0.01702,2.13,0.01,1.06,125.1,14.5366,4707.03,7.27,2353.52,909.26,1818.53,3262.78,1437.09,1612.87,4501.38,3057.12,446.42,0,1437.09,0.96,-1642.75,713,125.1
12/26/2019,0.01716,2.16,0.01,1.08,125.73,14.55376,4709.19,7.28,2354.6,914.92,1829.84,3269.52,1455.1,1639.89,4519.24,3079.56,448.67,0,1455.1,0.96,-1645.06,714,125.73
12/27/2019,0.01711,2.16,0.01,1.08,126.5,14.57087,4711.36,7.29,2355.68,921.61,1843.21,3277.29,1526.1,1721.96,4590.1,3156.03,451.42,0,1526.1,0.96,-1647.36,715,126.5
12/28/2019,0.01678,2.15,0.01,1.08,128.21,14.58764,4713.51,7.29,2356.75,935.14,1870.28,3291.89,1568.82,1789.44,4632.67,3211.06,457.52,0,1568.82,0.96,-1649.66,716,128.21
12/29/2019,0.01657,2.23,0.01,1.11,134.55,14.60422,4715.74,7.3,2357.87,982.5,1965,3340.37,1568.82,1881.85,4632.59,3257.22,480.14,0,1568.82,0.96,-1651.97,717,134.55
12/30/2019,0.01672,2.2,0.01,1.1,131.41,14.62094,4717.93,7.31,2358.97,960.67,1921.34,3319.64,1621.14,1888.2,4684.8,3286.5,468.94,0,1621.14,0.96,-1654.27,718,131.41
12/31/2019,0.01689,2.18,0.01,1.09,128.91,14.63783,4720.11,7.32,2360.06,943.48,1886.96,3303.54,1655.72,1886.1,4719.25,3302.68,460.02,0,1655.72,0.96,-1656.58,719,128.91
1/1/2020,0.01727,2.25,0.01,1.13,130.6,14.6551,4722.37,7.33,2361.18,956.98,1913.96,3318.16,1714.26,1969.33,4777.74,3373.54,466.05,0,1714.26,0.96,-1658.88,720,130.6
1/2/2020,0.01898,2.41,0.01,1.21,127.18,14.67408,4724.78,7.34,2362.39,933.13,1866.25,3295.52,1712.82,1917.89,4776.42,3347.15,453.84,0,1712.82,0.96,-1661.18,721,127.18
1/3/2020,0.02127,2.86,0.01,1.43,134.25,14.69535,4727.64,7.35,2363.82,986.43,1972.85,3350.24,1675.86,1985.22,4740.01,3362.62,479.07,0,1675.86,0.96,-1663.49,722,134.25
