Date,Mine & HODL ETH Rev,Mine & Sell USD Rev,50% Sale ETH Rev,50% sale USD Rev,ETH Price,Mine & HODL ETH Accume,Mine & Sell USD Accumulated,50 ETH Accumulated,50% USD Accumulated,50% ETH USD Value,Mine & HODL ETH Value Accumulated (USD),50/50 Val,Rig Value,Mine & HODL,Mine & Sell,50% Sell 50% HODL,Buy ETH Directly,GPUStraight Line,GPU Buy Back Value,Electricity paid,Total Electricity Paid,Days Run,Price of ETH
10/31/2018,0.02002,3.96,0.01,1.98,197.85,5.76706,3192.99,2.88,1596.49,570.51,1141.01,2167,1514.36,1980.31,4032.28,3006.29,706.03,900,1514.36,0.96,-675.07,293,197.85
11/1/2018,0.02031,4.04,0.01,2.02,198.73,5.78737,3197.02,2.89,1598.51,575.06,1150.12,2173.57,1514.36,1987.11,4034.01,3010.56,709.17,887.67,1514.36,0.96,-677.38,294,198.73
11/2/2018,0.02073,4.17,0.01,2.08,201.02,5.8081,3201.19,2.9,1600.59,583.77,1167.54,2184.37,1514.36,2002.23,4035.87,3019.05,717.34,875.34,1514.36,0.96,-679.68,295,201.02
11/3/2018,0.02074,4.14,0.01,2.07,199.47,5.82884,3205.33,2.91,1602.66,581.34,1162.68,2184,1514.36,1995.06,4037.71,3016.38,711.81,863.01,1514.36,0.96,-681.98,296,199.47
11/4/2018,0.02045,4.32,0.01,2.16,211.3,5.84929,3209.65,2.92,1604.82,617.98,1235.96,2222.8,1514.36,2066.03,4039.72,3052.88,754.03,850.68,1514.36,0.96,-684.29,297,211.3
11/5/2018,0.02086,4.37,0.01,2.19,209.7,5.87015,3214.02,2.94,1607.01,615.49,1230.97,2222.5,1514.36,2058.74,4041.79,3050.27,748.32,838.36,1514.36,0.96,-686.59,298,209.7
11/6/2018,0.02071,4.55,0.01,2.27,219.56,5.89086,3218.57,2.95,1609.28,646.7,1293.4,2255.98,1514.36,2118.87,4044.04,3081.45,783.5,826.03,1514.36,0.96,-688.9,299,219.56
11/7/2018,0.02075,4.52,0.01,2.26,217.99,5.91161,3223.09,2.96,1611.55,644.34,1288.67,2255.88,1514.36,2111.84,4046.25,3079.04,777.9,813.7,1514.36,0.96,-691.2,300,217.99
11/8/2018,0.02042,4.31,0.01,2.16,211.29,5.93202,3227.4,2.97,1613.7,626.69,1253.38,2240.39,1514.36,2074.24,4048.26,3061.25,753.99,801.37,1514.36,0.96,-693.5,301,211.29
11/9/2018,0.02071,4.34,0.01,2.17,209.39,5.95274,3231.74,2.98,1615.87,623.22,1246.44,2239.09,1500.35,2050.98,4036.28,3043.63,747.21,789.04,1500.35,0.96,-695.81,302,209.39
11/10/2018,0.02059,4.36,0.01,2.18,211.9,5.97332,3236.1,2.99,1618.05,632.87,1265.75,2250.93,1500.35,2067.98,4038.34,3053.16,756.17,776.71,1500.35,0.96,-698.11,303,211.9
11/11/2018,0.02004,4.24,0.01,2.12,211.7,5.99337,3240.35,3,1620.17,634.4,1268.8,2254.57,1500.35,2068.73,4040.28,3054.5,755.45,764.38,1500.35,0.96,-700.42,304,211.7
11/12/2018,0.02074,4.37,0.01,2.19,210.81,6.01411,3244.72,3.01,1622.36,633.92,1267.83,2256.28,1500.35,2065.46,4042.35,3053.9,752.28,752.05,1500.35,0.96,-702.72,305,210.81
11/13/2018,0.02057,4.25,0.01,2.12,206.42,6.03468,3248.97,3.02,1624.48,622.84,1245.68,2247.32,1485.13,2025.79,4029.08,3027.43,736.61,739.73,1485.13,0.96,-705.02,306,206.42
11/14/2018,0.02047,3.74,0.01,1.87,182.72,6.05514,3252.7,3.03,1626.35,553.2,1106.4,2179.55,1474.33,1873.4,4019.71,2946.56,652.04,727.4,1474.33,0.96,-707.33,307,182.72
11/15/2018,0.02052,3.72,0.01,1.86,181.53,6.07566,3256.43,3.04,1628.21,551.46,1102.91,2179.67,1474.33,1867.62,4021.13,2944.37,647.79,715.07,1474.33,0.96,-709.63,308,181.53
11/16/2018,0.02032,3.55,0.01,1.78,174.84,6.09598,3259.98,3.05,1629.99,532.91,1065.82,2162.9,1462.57,1816.46,4010.62,2913.54,623.92,702.74,1462.57,0.96,-711.94,309,174.84
11/17/2018,0.02071,3.61,0.01,1.8,174.22,6.11669,3263.59,3.06,1631.79,532.82,1065.65,2164.62,1462.57,1813.98,4011.92,2912.95,621.71,690.41,1462.57,0.96,-714.24,310,174.22
11/18/2018,0.02089,3.71,0.01,1.85,177.53,6.13758,3267.3,3.07,1633.65,544.8,1089.61,2178.45,1462.57,1835.63,4013.33,2924.48,633.52,678.08,1462.57,0.96,-716.54,311,177.53
11/19/2018,0.02102,3.11,0.01,1.56,148.22,6.1586,3270.41,3.08,1635.21,456.41,912.83,2091.62,1462.57,1656.55,4014.14,2835.34,528.92,665.75,1462.57,0.96,-718.85,312,148.22
11/20/2018,0.02154,2.82,0.01,1.41,130.74,6.18014,3273.23,3.09,1636.62,404,807.99,2040.61,1455.13,1541.97,4007.21,2774.59,466.55,653.42,1455.13,0.96,-721.15,313,130.74
11/21/2018,0.02248,3.07,0.01,1.53,136.5,6.20263,3276.3,3.1,1638.15,423.33,846.66,2061.48,1446.73,1569.93,3999.57,2784.75,487.1,641.1,1446.73,0.96,-723.46,314,136.5
11/22/2018,0.02273,2.84,0.01,1.42,124.83,6.22536,3279.14,3.11,1639.57,388.56,777.11,2028.12,1440.28,1491.63,3993.66,2742.65,445.46,628.77,1440.28,0.96,-725.76,315,124.83
11/23/2018,0.02269,2.8,0.01,1.4,123.37,6.24804,3281.94,3.12,1640.97,385.41,770.82,2026.38,1419.64,1462.4,3973.52,2717.96,440.25,616.44,1419.64,0.96,-728.06,316,123.37
11/24/2018,0.02273,2.56,0.01,1.28,112.75,6.27078,3284.5,3.14,1642.25,353.52,707.03,1995.76,1400.42,1377.09,3954.56,2665.82,402.35,604.11,1400.42,0.96,-730.37,317,112.75
11/25/2018,0.02323,2.71,0.01,1.36,116.75,6.29401,3287.21,3.15,1643.61,367.41,734.83,2011.02,1343.98,1346.13,3898.52,2622.33,416.62,591.78,1343.98,0.96,-732.67,318,116.75
11/26/2018,0.02327,2.53,0.01,1.27,108.87,6.31728,3289.75,3.16,1644.87,343.88,687.76,1988.75,1396.47,1349.26,3951.24,2650.25,388.5,579.45,1396.47,0.96,-734.98,319,108.87
11/27/2018,0.02489,2.74,0.01,1.37,110.19,6.34217,3292.49,3.17,1646.24,349.42,698.84,1995.67,1399.32,1360.88,3954.53,2657.71,393.21,567.12,1399.32,0.96,-737.28,320,110.19
11/28/2018,0.02628,3.23,0.01,1.61,122.88,6.36845,3295.72,3.18,1647.86,391.28,782.56,2039.14,1399.32,1442.29,3955.45,2698.87,438.5,554.79,1399.32,0.96,-739.58,321,122.88
11/29/2018,0.02623,3.08,0.01,1.54,117.48,6.39468,3298.8,3.2,1649.4,375.62,751.25,2025.02,1399.32,1408.68,3956.23,2682.45,419.23,542.47,1399.32,0.96,-741.89,322,117.48
11/30/2018,0.02633,2.97,0.01,1.49,112.87,6.42101,3301.77,3.21,1650.89,362.37,724.74,2013.25,1399.32,1379.87,3956.9,2668.38,402.78,530.14,1399.32,0.96,-744.19,323,112.87
12/1/2018,0.02511,2.98,0.01,1.49,118.5,6.44612,3304.75,3.22,1652.37,381.93,763.87,2034.31,1399.32,1416.69,3957.57,2687.13,422.87,517.81,1399.32,0.96,-746.5,324,118.5
12/2/2018,0.02598,3.01,0.01,1.51,115.96,6.4721,3307.76,3.24,1653.88,375.25,750.5,2029.13,1413.96,1415.66,3972.92,2694.29,413.8,505.48,1413.96,0.96,-748.8,325,115.96
12/3/2018,0.02611,2.83,0.01,1.41,108.23,6.49821,3310.58,3.25,1655.29,351.65,703.3,2006.94,1413.96,1366.15,3973.44,2669.8,386.22,493.15,1413.96,0.96,-751.1,326,108.23
12/4/2018,0.02563,2.82,0.01,1.41,109.82,6.52384,3313.4,3.26,1656.7,358.22,716.45,2014.92,1417.56,1380.6,3977.55,2679.07,391.89,480.82,1417.56,0.96,-753.41,327,109.82
12/5/2018,0.02638,2.68,0.01,1.34,101.57,6.55022,3316.08,3.28,1658.04,332.65,665.31,1990.69,1413.96,1323.55,3974.32,2648.94,362.45,468.49,1413.96,0.96,-755.71,328,101.57
12/6/2018,0.02578,2.33,0.01,1.17,90.43,6.576,3318.41,3.29,1659.2,297.33,594.67,1956.54,1416.12,1252.77,3976.51,2614.64,322.7,456.16,1416.12,0.96,-758.02,329,90.43
12/7/2018,0.02664,2.49,0.01,1.25,93.61,6.60264,3320.9,3.3,1660.45,309.04,618.07,1969.49,1443.97,1301.72,4004.55,2653.14,334.05,443.84,1443.97,0.96,-760.32,330,93.61
12/8/2018,0.02707,2.48,0.01,1.24,91.44,6.6297,3323.38,3.31,1661.69,303.11,606.22,1964.8,1449.98,1293.57,4010.73,2652.15,326.3,431.51,1449.98,0.96,-762.62,331,91.44
12/9/2018,0.02735,2.58,0.01,1.29,94.42,6.65705,3325.96,3.33,1662.98,314.28,628.56,1977.26,1449.98,1313.61,4011.01,2662.31,336.94,419.18,1449.98,0.96,-764.93,332,94.42
12/10/2018,0.02658,2.41,0.01,1.21,90.7,6.68363,3328.37,3.34,1664.19,303.1,606.21,1967.29,1449.98,1288.95,4011.12,2650.03,323.66,406.85,1449.98,0.96,-767.23,333,90.7
12/11/2018,0.02665,2.35,0.01,1.17,88.05,6.71028,3330.72,3.36,1665.36,295.42,590.84,1960.78,1441.63,1262.94,4002.81,2632.88,314.21,394.52,1441.63,0.96,-769.54,334,88.05
12/12/2018,0.02775,2.51,0.01,1.26,90.52,6.73804,3333.23,3.37,1666.62,304.96,609.93,1971.58,1431.56,1269.65,3992.95,2631.3,323.02,382.19,1431.56,0.96,-771.84,335,90.52
12/13/2018,0.02832,2.45,0.01,1.22,86.39,6.76636,3335.68,3.38,1667.84,292.27,584.55,1960.11,1431.56,1241.96,3993.09,2617.53,308.28,369.86,1431.56,0.96,-774.14,336,86.39
12/14/2018,0.02858,2.4,0.01,1.2,83.9,6.79494,3338.07,3.4,1669.04,285.05,570.1,1954.09,1431.56,1225.21,3993.19,2609.2,299.4,357.53,1431.56,0.96,-776.45,337,83.9
12/15/2018,0.02812,2.37,0.01,1.19,84.27,6.82306,3340.44,3.41,1670.22,287.49,574.98,1957.71,1431.56,1227.79,3993.25,2610.52,300.72,345.21,1431.56,0.96,-778.75,338,84.27
12/16/2018,0.02809,2.4,0.01,1.2,85.39,6.85116,3342.84,3.43,1671.42,292.51,585.02,1963.93,1431.56,1235.53,3993.35,2614.44,304.72,332.88,1431.56,0.96,-781.06,339,85.39
12/17/2018,0.028,2.67,0.01,1.34,95.44,6.87916,3345.52,3.44,1672.76,328.27,656.55,2001.03,1431.56,1304.75,3993.72,2649.23,340.58,320.55,1431.56,0.96,-783.36,340,95.44
12/18/2018,0.02869,2.94,0.01,1.47,102.44,6.90785,3348.46,3.45,1674.23,353.82,707.64,2028.05,1431.56,1353.54,3994.35,2673.95,365.56,308.22,1431.56,0.96,-785.66,341,102.44
12/19/2018,0.02795,2.81,0.01,1.41,100.63,6.9358,3351.27,3.47,1675.63,348.97,697.95,2024.61,1431.56,1341.54,3994.86,2668.2,359.1,295.89,1431.56,0.96,-787.97,342,100.63
12/20/2018,0.02813,3.28,0.01,1.64,116.43,6.96393,3354.54,3.48,1677.27,405.41,810.81,2082.68,1424.6,1445.14,3988.88,2717.01,415.48,283.56,1424.6,0.96,-790.27,343,116.43
12/21/2018,0.02782,3.04,0.01,1.52,109.44,6.99175,3357.59,3.5,1678.79,382.59,765.18,2061.38,1424.6,1397.21,3989.62,2693.41,390.54,271.23,1424.6,0.96,-792.58,344,109.44
12/22/2018,0.02761,3.27,0.01,1.63,118.36,7.01936,3360.86,3.51,1680.43,415.41,830.81,2095.83,1424.6,1460.54,3990.58,2725.56,422.37,258.9,1424.6,0.96,-794.88,345,118.36
12/23/2018,0.02725,3.59,0.01,1.79,131.56,7.04661,3364.44,3.52,1682.22,463.53,927.05,2145.75,1424.6,1554.47,3991.86,2773.17,469.47,246.58,1424.6,0.96,-797.18,346,131.56
12/24/2018,0.0264,3.72,0.01,1.86,140.87,7.07302,3368.16,3.54,1684.08,498.19,996.38,2182.27,1424.6,1621.49,3993.28,2807.38,502.7,234.25,1424.6,0.96,-799.49,347,140.87
12/25/2018,0.02566,3.36,0.01,1.68,130.99,7.09868,3371.52,3.55,1685.76,464.93,929.86,2150.69,1424.6,1552.67,3994.33,2773.5,467.44,221.92,1424.6,0.96,-801.79,348,130.99
12/26/2018,0.02499,3.31,0.01,1.66,132.61,7.12367,3374.84,3.56,1687.42,472.33,944.67,2159.75,1424.6,1565.18,3995.34,2780.26,473.22,209.59,1424.6,0.96,-804.1,349,132.61
12/27/2018,0.02507,2.93,0.01,1.46,116.72,7.14874,3377.76,3.57,1688.88,417.2,834.4,2106.08,1424.6,1452.6,3995.97,2724.29,416.52,197.26,1424.6,0.96,-806.4,350,116.72
12/28/2018,0.02559,3.58,0.01,1.79,139.73,7.17432,3381.34,3.59,1690.67,501.23,1002.47,2191.9,1424.6,1618.37,3997.24,2807.8,498.63,184.93,1424.6,0.96,-808.7,351,139.73
12/29/2018,0.02567,3.52,0.01,1.76,137.3,7.19999,3384.86,3.6,1692.43,494.28,988.56,2186.71,1424.6,1602.15,3998.46,2800.31,489.96,172.6,1424.6,0.96,-811.01,352,137.3
12/30/2018,0.02545,3.6,0.01,1.8,141.33,7.22544,3388.46,3.61,1694.23,510.59,1021.17,2204.81,1424.6,1632.46,3999.75,2816.11,504.34,160.27,1424.6,0.96,-813.31,353,141.33
12/31/2018,0.02501,3.34,0.01,1.67,133.49,7.25045,3391.8,3.63,1695.9,483.93,967.86,2179.83,1424.6,1576.85,4000.78,2788.82,476.36,147.95,1424.6,0.96,-815.62,354,133.49
1/1/2019,0.02611,3.72,0.01,1.86,142.66,7.27656,3395.52,3.64,1697.76,519.04,1038.07,2216.8,1424.6,1644.76,4002.21,2823.48,509.08,135.62,1424.6,0.96,-817.92,355,142.66
1/2/2019,0.02583,4.04,0.01,2.02,156.57,7.30239,3399.57,3.65,1699.78,571.67,1143.33,2271.45,1414.52,1737.63,3993.87,2865.75,558.72,123.29,1414.52,0.96,-820.22,356,156.57
1/3/2019,0.02418,3.61,0.01,1.81,149.44,7.32657,3403.18,3.66,1701.59,547.44,1094.88,2249.03,1414.52,1686.88,3995.17,2841.03,533.28,110.96,1414.52,0.96,-822.53,357,149.44
1/4/2019,0.0242,3.78,0.01,1.89,156.04,7.35077,3406.95,3.68,1703.48,573.51,1147.01,2276.98,1414.52,1736.71,3996.65,2866.68,556.83,98.63,1414.52,0.96,-824.83,358,156.04
1/5/2019,0.02396,3.74,0.01,1.87,156.23,7.37473,3410.7,3.69,1705.35,576.08,1152.15,2281.43,1414.52,1739.54,3998.09,2868.81,557.51,86.3,1414.52,0.96,-827.14,359,156.23
1/6/2019,0.02321,3.68,0.01,1.84,158.61,7.39795,3414.38,3.7,1707.19,586.69,1173.39,2293.88,1414.52,1758.47,3999.46,2878.97,566,73.97,1414.52,0.96,-829.44,360,158.61
1/7/2019,0.02318,3.53,0.01,1.76,152.09,7.42112,3417.91,3.71,1708.95,564.34,1128.68,2273.29,1414.52,1711.46,4000.69,2856.07,542.73,61.64,1414.52,0.96,-831.74,361,152.09
1/8/2019,0.02347,3.55,0.01,1.77,151.1,7.4446,3421.45,3.72,1710.73,562.44,1124.88,2273.17,1414.52,1705.35,4001.93,2853.64,539.2,49.32,1414.52,0.96,-834.05,362,151.1
1/9/2019,0.02312,3.49,0.01,1.75,151.17,7.46771,3424.95,3.73,1712.47,564.45,1128.89,2276.92,1419.32,1711.87,4007.92,2859.89,539.45,36.99,1419.32,0.96,-836.35,363,151.17
1/10/2019,0.02346,3,0.01,1.5,127.96,7.49118,3427.95,3.75,1713.97,479.29,958.57,2193.26,1419.32,1539.24,4008.62,2773.93,456.63,24.66,1419.32,0.96,-838.66,364,127.96
1/11/2019,0.02329,2.96,0.01,1.48,127.16,7.51447,3430.91,3.76,1715.46,477.77,955.54,2193.23,1419.32,1533.9,4009.28,2771.59,453.77,12.33,1419.32,0.96,-840.96,365,127.16
1/12/2019,0.02379,2.99,0.01,1.5,125.83,7.53826,3433.9,3.77,1716.95,474.27,948.54,2191.22,1419.32,1524.6,4009.96,2767.28,449.03,0,1419.32,0.96,-843.26,366,125.83
1/13/2019,0.02395,2.79,0.01,1.4,116.56,7.56221,3436.7,3.78,1718.35,440.73,881.45,2159.07,1419.32,1455.21,4010.45,2732.83,415.95,0,1419.32,0.96,-845.57,367,116.56
1/14/2019,0.02403,3.12,0.01,1.56,129.74,7.58624,3439.81,3.79,1719.91,492.12,984.24,2212.03,1419.32,1555.69,4011.27,2783.48,462.98,0,1419.32,0.96,-847.87,368,129.74
1/15/2019,0.02333,2.83,0.01,1.41,121.22,7.60957,3442.64,3.8,1721.32,461.22,922.43,2182.54,1419.32,1491.58,4011.79,2751.68,432.57,0,1419.32,0.96,-850.18,369,121.22
1/16/2019,0.02411,2.97,0.01,1.48,123.12,7.63368,3445.61,3.82,1722.81,469.93,939.86,2192.73,1419.32,1506.7,4012.45,2759.58,439.36,0,1419.32,0.96,-852.48,370,123.12
1/17/2019,0.02436,3.01,0.01,1.51,123.72,7.65804,3448.62,3.83,1724.31,473.73,947.45,2198.04,1426.36,1519.03,4020.2,2769.62,441.5,0,1426.36,0.96,-854.78,371,123.72
1/18/2019,0.02452,2.96,0.01,1.48,120.57,7.68256,3451.58,3.84,1725.79,463.14,926.29,2188.93,1426.36,1495.56,4020.85,2758.21,430.26,0,1426.36,0.96,-857.09,372,120.57
1/19/2019,0.02386,2.98,0.01,1.49,124.85,7.70641,3454.56,3.85,1727.28,481.07,962.15,2208.35,1426.36,1529.11,4021.53,2775.32,445.53,0,1426.36,0.96,-859.39,373,124.85
1/20/2019,0.0235,2.78,0.01,1.39,118.41,7.72992,3457.34,3.86,1728.67,457.65,915.3,2186.32,1436.69,1490.29,4032.33,2761.31,422.55,0,1436.69,0.96,-861.7,374,118.41
1/21/2019,0.02222,2.59,0.01,1.3,116.72,7.75214,3459.94,3.88,1729.97,452.41,904.83,2182.38,1436.69,1477.52,4032.62,2755.07,416.52,0,1436.69,0.96,-864,375,116.72
1/22/2019,0.02209,2.63,0.01,1.32,119.12,7.77423,3462.57,3.89,1731.28,463.03,926.07,2194.32,1444.85,1504.61,4041.11,2772.86,425.08,0,1444.85,0.96,-866.3,376,119.12
1/23/2019,0.02294,2.7,0.01,1.35,117.57,7.79717,3465.26,3.9,1732.63,458.36,916.71,2190.99,1444.85,1492.95,4041.5,2767.23,419.55,0,1444.85,0.96,-868.61,377,117.57
1/24/2019,0.0225,2.65,0.01,1.32,117.7,7.81967,3467.91,3.91,1733.96,460.19,920.38,2194.14,1455.71,1505.17,4052.71,2778.94,420.01,0,1455.71,0.96,-870.91,378,117.7
1/25/2019,0.02242,2.6,0.01,1.3,115.92,7.84209,3470.51,3.92,1735.26,454.53,909.06,2189.78,1455.43,1491.27,4052.73,2772,413.66,0,1455.43,0.96,-873.22,379,115.92
1/26/2019,0.02285,2.66,0.01,1.33,116.33,7.86494,3473.17,3.93,1736.58,457.46,914.93,2194.05,1455.43,1494.84,4053.08,2773.96,415.12,0,1455.43,0.96,-875.52,380,116.33
1/27/2019,0.02293,2.57,0.01,1.29,112.27,7.88787,3475.74,3.94,1737.87,442.79,885.57,2180.66,1455.43,1463.18,4053.35,2758.26,400.64,0,1455.43,0.96,-877.82,381,112.27
1/28/2019,0.02429,2.58,0.01,1.29,106.36,7.91217,3478.33,3.96,1739.16,420.77,841.54,2159.93,1453.64,1415.05,4051.84,2733.45,379.55,0,1453.64,0.96,-880.13,382,106.36
1/29/2019,0.0258,2.7,0.01,1.35,104.75,7.93797,3481.03,3.97,1740.52,415.75,831.5,2156.27,1453.64,1402.71,4052.24,2727.48,373.8,0,1453.64,0.96,-882.43,383,104.75
1/30/2019,0.02627,2.86,0.01,1.43,109.04,7.96424,3483.9,3.98,1741.95,434.21,868.42,2176.16,1453.64,1437.33,4052.8,2745.06,389.11,0,1453.64,0.96,-884.74,384,109.04
1/31/2019,0.02567,2.74,0.01,1.37,106.89,7.98991,3486.64,3.99,1743.32,427.02,854.04,2170.34,1457.05,1424.06,4056.65,2740.35,381.44,0,1457.05,0.96,-887.04,385,106.89
2/1/2019,0.02626,2.81,0.01,1.41,107.03,8.01617,3489.45,4.01,1744.73,428.99,857.97,2173.71,1486.2,1454.83,4086.31,2770.57,381.94,0,1486.2,0.96,-889.34,386,107.03
2/2/2019,0.02668,2.96,0.01,1.48,111,8.04285,3492.41,4.02,1746.21,446.38,892.76,2192.58,1519.63,1520.74,4120.39,2820.56,396.1,0,1519.63,0.96,-891.65,387,111
2/3/2019,0.0267,2.86,0.01,1.43,107.21,8.06954,3495.27,4.03,1747.64,432.57,865.14,2180.2,1536.11,1507.3,4137.43,2822.37,382.58,0,1536.11,0.96,-893.95,388,107.21
2/4/2019,0.02665,2.85,0.01,1.42,106.9,8.09619,3498.12,4.05,1749.06,432.74,865.48,2181.8,1536.11,1505.34,4137.98,2821.66,381.47,0,1536.11,0.96,-896.26,389,106.9
2/5/2019,0.02659,2.84,0.01,1.42,106.93,8.12278,3500.97,4.06,1750.48,434.28,868.57,2184.77,1536.72,1506.73,4139.13,2822.93,381.58,0,1536.72,0.96,-898.56,390,106.93
2/6/2019,0.02683,2.8,0.01,1.4,104.5,8.14961,3503.77,4.07,1751.88,425.82,851.63,2177.7,1536.72,1487.49,4139.63,2813.56,372.91,0,1536.72,0.96,-900.86,391,104.5
2/7/2019,0.02702,2.82,0.01,1.41,104.3,8.17663,3506.59,4.09,1753.29,426.41,852.82,2179.71,1529.64,1479.29,4133.06,2806.17,372.2,0,1529.64,0.96,-903.17,392,104.3
2/8/2019,0.02661,3.18,0.01,1.59,119.49,8.20325,3509.77,4.1,1754.88,490.1,980.21,2244.99,1529.64,1604.37,4133.93,2869.15,426.4,0,1529.64,0.96,-905.47,393,119.49
2/9/2019,0.02659,3.18,0.01,1.59,119.46,8.22984,3512.94,4.11,1756.47,491.57,983.14,2248.04,1529.64,1605,4134.81,2869.9,426.29,0,1529.64,0.96,-907.78,394,119.46
2/10/2019,0.02256,2.83,0.01,1.42,125.58,8.2524,3515.78,4.13,1757.89,518.17,1036.34,2276.06,1530.72,1656.98,4136.42,2896.7,448.13,0,1530.72,0.96,-910.08,395,125.58
2/11/2019,0.0227,2.74,0.01,1.37,120.76,8.2751,3518.52,4.14,1759.26,499.65,999.3,2258.91,1530.72,1617.64,4136.86,2877.25,430.93,0,1530.72,0.96,-912.38,396,120.76
2/12/2019,0.02225,2.73,0.01,1.36,122.63,8.29735,3521.25,4.15,1760.62,508.75,1017.5,2269.38,1531.79,1634.6,4138.35,2886.48,437.61,0,1531.79,0.96,-914.69,397,122.63
2/13/2019,0.02259,2.76,0.01,1.38,122.31,8.31994,3524.01,4.16,1762,508.81,1017.61,2270.81,1522.55,1623.17,4129.56,2876.36,436.46,0,1522.55,0.96,-916.99,398,122.31
2/14/2019,0.02305,2.79,0.01,1.39,120.85,8.34298,3526.8,4.17,1763.4,504.12,1008.25,2267.52,1522.55,1611.5,4130.04,2870.77,431.25,0,1522.55,0.96,-919.3,399,120.85
2/15/2019,0.02311,2.82,0.01,1.41,122.02,8.36609,3529.61,4.18,1764.81,510.42,1020.83,2275.22,1522.55,1621.78,4130.56,2876.17,435.43,0,1522.55,0.96,-921.6,400,122.02
2/16/2019,0.02274,2.8,0.01,1.4,123.26,8.38883,3532.42,4.19,1766.21,517,1034.01,2283.21,1522.55,1632.65,4131.06,2881.85,439.85,0,1522.55,0.96,-923.9,401,123.26
2/17/2019,0.0228,3.06,0.01,1.53,134.28,8.41162,3535.48,4.21,1767.74,564.76,1129.51,2332.5,1522.55,1725.85,4131.82,2928.83,479.18,0,1522.55,0.96,-926.21,402,134.28
2/18/2019,0.02286,3.35,0.01,1.67,146.53,8.43448,3538.83,4.22,1769.41,617.95,1235.9,2387.37,1522.55,1829.94,4132.86,2981.4,522.89,0,1522.55,0.96,-928.51,403,146.53
2/19/2019,0.02805,4.05,0.01,2.03,144.4,8.46253,3542.88,4.23,1771.44,610.99,1221.99,2382.43,1512.94,1804.11,4125,2964.56,515.29,0,1512.94,0.96,-930.82,404,144.4
2/20/2019,0.02179,3.25,0.01,1.63,149.23,8.48432,3546.13,4.24,1773.06,633.06,1266.11,2406.12,1512.94,1845.94,4125.95,2985.94,532.53,0,1512.94,0.96,-933.12,405,149.23
2/21/2019,0.02177,3.19,0.01,1.59,146.36,8.50609,3549.32,4.25,1774.66,622.48,1244.95,2397.13,1512.94,1822.47,4126.83,2974.65,522.29,0,1512.94,0.96,-935.42,406,146.36
2/22/2019,0.02194,3.27,0.01,1.63,149.04,8.52803,3552.58,4.26,1776.29,635.51,1271.02,2411.8,1512.94,1846.23,4127.8,2987.01,531.85,0,1512.94,0.96,-937.73,407,149.04
2/23/2019,0.02106,3.36,0.01,1.68,159.48,8.54908,3555.94,4.27,1777.97,681.7,1363.41,2459.68,1512.94,1936.32,4128.85,3032.58,569.11,0,1512.94,0.96,-940.03,408,159.48
2/24/2019,0.02125,2.83,0.01,1.42,133.42,8.57033,3558.78,4.29,1779.39,571.73,1143.45,2351.12,1512.94,1714.06,4129.38,2921.72,476.11,0,1512.94,0.96,-942.34,409,133.42
2/25/2019,0.02164,3.01,0.01,1.5,139.02,8.59197,3561.79,4.3,1780.89,597.23,1194.46,2378.12,1512.94,1762.76,4130.09,2946.42,496.09,0,1512.94,0.96,-944.64,410,139.02
2/26/2019,0.02155,2.95,0.01,1.48,137.12,8.61352,3564.74,4.31,1782.37,590.54,1181.09,2372.91,1512.94,1747.08,4130.74,2938.91,489.31,0,1512.94,0.96,-946.94,411,137.12
2/27/2019,0.0215,2.92,0.01,1.46,135.94,8.63502,3567.66,4.32,1783.83,586.92,1173.84,2370.75,1504.22,1728.81,4122.63,2925.72,485.1,0,1504.22,0.96,-949.25,412,135.94
2/28/2019,0.02055,2.8,0.01,1.4,136.29,8.65557,3570.46,4.33,1785.23,589.83,1179.67,2375.07,1494.97,1723.08,4113.88,2918.48,486.35,0,1494.97,0.96,-951.55,413,136.29
3/1/2019,0.02079,2.83,0.01,1.42,136.15,8.67636,3573.29,4.34,1786.65,590.64,1181.29,2377.29,1483.45,1710.88,4102.89,2906.88,485.85,0,1483.45,0.96,-953.86,414,136.15
3/2/2019,0.02194,2.94,0.01,1.47,133.81,8.6983,3576.23,4.35,1788.12,581.96,1163.92,2370.08,1475.28,1683.03,4095.35,2889.19,477.5,0,1475.28,0.96,-956.16,415,133.81
3/3/2019,0.02206,2.89,0.01,1.45,131.21,8.72036,3579.13,4.36,1789.56,572.1,1144.2,2361.66,1462.68,1648.41,4083.34,2865.88,468.22,0,1462.68,0.96,-958.46,416,131.21
3/4/2019,0.02245,2.84,0.01,1.42,126.43,8.74281,3581.96,4.37,1790.98,552.68,1105.35,2343.66,1451.69,1596.27,4072.88,2834.58,451.17,0,1451.69,0.96,-960.77,417,126.43
3/5/2019,0.02228,3.07,0.01,1.54,137.93,8.76509,3585.04,4.38,1792.52,604.48,1208.97,2397,1451.69,1697.58,4073.65,2885.62,492.2,0,1451.69,0.96,-963.07,418,137.93
3/6/2019,0.02217,3.07,0.01,1.54,138.49,8.78726,3588.11,4.39,1794.05,608.47,1216.95,2402.53,1437.95,1689.52,4060.68,2875.1,494.2,0,1437.95,0.96,-965.38,419,138.49
3/7/2019,0.02225,3.06,0.01,1.53,137.65,8.80951,3591.17,4.4,1795.59,606.31,1212.63,2401.9,1427.51,1672.46,4051,2861.73,491.21,0,1427.51,0.96,-967.68,420,137.65
